Nom,Adresse,Ville,Metier_normalise,Heures_ouverture,Nombre_avis,Note,Jours_fermeture,Date_introduction,Date_verification,Filtré,Actif
AVOCATIA | Marseille,"23/25 Rue Edmond Rostand, 13006 Marseille, France",Marseille,Avocat,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: Fermé; dimanche: Fermé,59,4.8,2,2025-10-22,2025-10-24,Non,Oui
Bc traiteur 38,"1492 Rte du Marais, 38850 Chirens, France",Chirens,Boucherie_traiteur_rotisseur,lundi: 08:00 – 18:00; mardi: 08:00 – 18:00; mercredi: 08:00 – 18:00; jeudi: 08:00 – 18:00; vendredi: 08:00 – 18:00; samedi: 08:00 – 18:00; dimanche: 08:00 – 18:00,43,4.7,0,2025-10-22,2025-10-24,Non,Oui
Bio c' Bon Marseille Blancarde,"17 Bd de la Blancarde, 13004 Marseille, France",Marseille,Superette,lundi: 09:00 – 20:00; mardi: 09:00 – 20:00; mercredi: 09:00 – 20:00; jeudi: 09:00 – 20:00; vendredi: 09:00 – 20:00; samedi: 09:00 – 20:00; dimanche: 09:00 – 13:00,139,4,0,2025-10-22,2025-10-24,Non,Oui
Bio c' Bon Marseille cours Julien,"85 Cr Julien, 13006 Marseille, France",Marseille,Superette,lundi: 09:00 – 20:30; mardi: 09:00 – 20:30; mercredi: 09:00 – 20:30; jeudi: 09:00 – 20:30; vendredi: 09:00 – 20:30; samedi: 09:00 – 20:30; dimanche: 09:00 – 13:00,120,3.7,0,2025-10-22,2025-10-24,Non,Oui
Bio c' Bon Marseille Mazargues,"3-5 Av. de Mazargues, 13008 Marseille, France",Marseille,Superette,lundi: 09:00 – 19:30; mardi: 09:00 – 19:30; mercredi: 09:00 – 19:30; jeudi: 09:00 – 19:30; vendredi: 09:00 – 19:30; samedi: 09:00 – 19:30; dimanche: 09:30 – 13:00,147,3.9,0,2025-10-22,2025-10-24,Non,Oui
Bio&Co le Marché Mazargues,"201 Av. de Mazargues, 13008 Marseille, France",Marseille,Superette,lundi: 09:00 – 19:30; mardi: 09:00 – 19:30; mercredi: 09:00 – 19:30; jeudi: 09:00 – 19:30; vendredi: 09:00 – 19:30; samedi: 09:00 – 19:30; dimanche: 09:00 – 13:00,177,4.2,0,2025-10-22,2025-10-24,Non,Oui
BIO-VEYRE｜Les Comptoirs de la Bio,"17 Rue Musso, 13008 Marseille, France",Marseille,Superette,lundi: 09:00 – 19:30; mardi: 09:00 – 19:30; mercredi: 09:00 – 19:30; jeudi: 09:00 – 19:30; vendredi: 09:00 – 19:30; samedi: 09:00 – 19:30; dimanche: Fermé,274,4.2,1,2025-10-22,2025-10-24,Non,Oui
Biocoop Bio Coin Joli,"14 Bd Gustave Ganay, 13009 Marseille, France",Marseille,Superette,lundi: Fermé; mardi: 09:30 – 19:30; mercredi: 09:30 – 19:30; jeudi: 09:30 – 19:30; vendredi: 09:30 – 19:30; samedi: 09:30 – 19:30; dimanche: 09:30 – 13:00,311,4,1,2025-10-22,2025-10-24,Non,Oui
Biocoop Bioasis,"48 Bd de la République, 38500 Voiron, France",Voiron,Superette,lundi: 14:00 – 19:30; mardi: 09:00 – 19:30; mercredi: 08:00 – 19:30; jeudi: 09:00 – 19:30; vendredi: 09:00 – 19:30; samedi: 08:00 – 19:30; dimanche: Fermé,170,4.1,1,2025-10-22,2025-10-24,Non,Oui
Biocoop Castellane,"87 Rue d'Italie, 13006 Marseille, France",Marseille,Superette,"lundi: 09:30 – 19:30; mardi: 09:30 – 19:30; mercredi: 09:30 – 19:30; jeudi: 09:30 – 13:00, 15:00 – 19:30; vendredi: 09:30 – 19:30; samedi: 09:30 – 19:30; dimanche: Fermé",357,4.2,1,2025-10-22,2025-10-24,Non,Oui
Biocoop Chave,"103 Rue du Camas, 13005 Marseille, France",Marseille,Superette,"lundi: Fermé; mardi: 09:30 – 19:30; mercredi: 09:30 – 19:30; jeudi: 09:30 – 13:00, 15:00 – 19:30; vendredi: 09:30 – 19:30; samedi: 09:30 – 19:30; dimanche: Fermé",218,4.3,2,2025-10-22,2025-10-24,Non,Oui
Biocoop Endoume,"21 Rue Sauveur Tobelem, 13007 Marseille, France",Marseille,Superette,"lundi: Fermé; mardi: 09:30 – 19:30; mercredi: 09:30 – 19:30; jeudi: 09:30 – 13:00, 15:00 – 19:30; vendredi: 09:30 – 19:30; samedi: 09:30 – 19:30; dimanche: Fermé",270,4.2,2,2025-10-22,2025-10-24,Non,Oui
Biocoop La Joliette,"93 Rue de la République, 13002 Marseille, France",Marseille,Superette,lundi: 14:30 – 20:00; mardi: 09:30 – 20:00; mercredi: 09:30 – 20:00; jeudi: 09:30 – 20:00; vendredi: 09:30 – 20:00; samedi: 09:30 – 20:00; dimanche: Fermé,99,4.6,1,2025-10-22,2025-10-24,Non,Oui
Bouachiba Chafia,"1290 Rte de Voiron, 38430 Moirans, France",Moirans,Médecin,"lundi: 08:30 – 12:00, 14:30 – 18:30; mardi: 08:30 – 12:00, 14:30 – 18:30; mercredi: 08:30 – 12:00, 14:30 – 18:30; jeudi: 08:30 – 12:00, 14:30 – 18:30; vendredi: 08:30 – 12:00, 14:30 – 18:30; samedi: Fermé; dimanche: Fermé",32,5,2,2025-10-22,2025-10-24,Non,Oui
Boucherie BB,"115 Rue de Lodi, 13006 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 09:00 – 14:00, 15:30 – 19:00; mercredi: 09:00 – 14:00, 15:30 – 19:00; jeudi: 09:00 – 14:00, 15:30 – 19:00; vendredi: 09:00 – 14:00, 15:30 – 19:00; samedi: 09:00 – 14:00, 15:30 – 19:00; dimanche: Fermé",58,4.9,2,2025-10-22,2025-10-24,Non,Oui
Boucherie Bec Pere et Fils,"1 Av. de Mazargues, 13008 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 06:30 – 12:45, 15:15 – 19:45; mercredi: 06:30 – 12:45, 15:15 – 19:45; jeudi: 06:30 – 12:45, 15:15 – 19:45; vendredi: 06:30 – 12:45, 15:15 – 19:45; samedi: 06:30 – 12:45, 15:15 – 19:45; dimanche: Fermé",109,4.5,2,2025-10-22,2025-10-24,Non,Oui
Boucherie Capel / My Boucherie,"4 Rue d'Iéna, 13006 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: 08:00 – 12:30, 16:00 – 19:30; mardi: 08:00 – 12:30, 16:00 – 19:30; mercredi: 08:00 – 12:30, 16:00 – 19:30; jeudi: Fermé; vendredi: 08:00 – 12:30, 16:00 – 19:30; samedi: Fermé; dimanche: Fermé",35,5,3,2025-10-22,2025-10-24,Non,Oui
boucherie chaouch,"15 Bd Dr Valois, 38140 Renage, France",Renage,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 08:00 – 12:00, 15:00 – 19:00; mercredi: 08:00 – 12:00, 15:00 – 19:00; jeudi: 08:00 – 12:00, 15:00 – 19:00; vendredi: 08:00 – 12:00, 15:00 – 19:00; samedi: 08:00 – 12:30, 15:00 – 19:00; dimanche: 08:30 – 12:30",61,4.3,1,2025-10-22,2025-10-24,Non,Oui
Boucherie Charcuterie Halal Melina,"94 Rue de la République, 38430 Moirans, France",Moirans,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 08:30 – 12:30, 15:00 – 19:00; mercredi: 09:00 – 12:30, 15:00 – 19:00; jeudi: 08:30 – 12:30, 15:00 – 19:00; vendredi: 08:30 – 12:30, 15:00 – 19:00; samedi: 08:30 – 13:15, 15:00 – 19:00; dimanche: 08:30 – 13:00",58,4.8,1,2025-10-22,2025-10-24,Non,Oui
BOUCHERIE CHARCUTERIE ROUX SARL,"7 Av. Jean Jaurès, 38500 Voiron, France",Voiron,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 08:00 – 12:30, 15:00 – 19:00; mercredi: 08:00 – 12:30, 15:00 – 19:00; jeudi: 08:00 – 12:30, 15:00 – 19:00; vendredi: 08:00 – 12:30, 15:00 – 19:00; samedi: 08:00 – 12:30, 15:00 – 19:00; dimanche: 08:00 – 12:00",48,4.6,1,2025-10-22,2025-10-24,Non,Oui
